"name","chr","description"
"PTGDR","14","prostaglandin"
"TTC39C","18","tetratricopeptide"
"GLYCTK","3","glycerate"
"GNG4","1","G"
"UBTD2","5","ubiquitin"
"POLR2J3","7","RNA"
"NKIRAS2","17","NFKB"
"DNAJC7","17","DnaJ"
"KCNV2","9","potassium"
"IRF2BP2","1","interferon"
"PTF1A","10","pancreas"
"NT5DC2","3","5'-nucleotidase"
"FOXI1","5","forkhead"
"SMIM4","3","small"
"COA6","1","cytochrome"
"KIF5C","2","kinesin"
"MGAT2","14","mannosyl"
"BMI1","10","BMI1"
"THAP11","16","THAP"
"MMADHC","2","methylmalonic"
"PDHB","3","pyruvate"
"PXK","3","PX"
"HIST1H1E","6","histone"
"PCMTD1","8","protein-L-isoaspartate"
"KCTD6","3","potassium"
"MPLKIP","7","M-phase"
"ACOX2","3","acyl-CoA"
"FAM107A","3","family"
"IRF2","4","interferon"
"MOBP","3","myelin-associated"
"CX3CR1","3","C-X3-C"
"PPDPFL","8","pancreatic"
"XIRP1","3","xin"
"INSM2","14","INSM"
"DEGS2","14","delta"
"SCN11A","3","sodium"
"ARF4","3","ADP"
"SEPT2","2","septin"
"FILIP1L","3","filamin"
"MFSD2A","1","major"
"DTYMK","2","deoxythymidylate"
"TAP1","6","transporter"
"ING5","2","inhibitor"
"ATG4B","2","autophagy"
"BDKRB2","14","bradykinin"
"MLKL","16","mixed"
"RFWD3","16","ring"
"MTNR1A","4","melatonin"
"KCNG4","16","potassium"
"RHOH","4","ras"
"KLHL30","2","kelch"
"COG7","16","component"
"CDC40","6","cell"
"STIP1","11","stress"
"SCNN1B","16","sodium"
"HR","8","HR,"
"TXNDC2","18","thioredoxin"
"RAB31","18","RAB31,"
"REEP4","8","receptor"
"TNXB","6","tenascin"
"LGI3","8","leucine"
"SFTPC","8","surfactant"
"BMP1","8","bone"
"ATXN2L","16","ataxin"
"PHYHIP","8","phytanoyl-CoA"
"CCDC110","4","coiled-coil"
"POLR3D","8","RNA"
"FEN1","11","flap"
"CAVIN2","2","caveolae"
"MTCL1","18","microtubule"
"GBX2","2","gastrulation"
"HJV","1","hemojuvelin"
"SCGB1D1","11","secretoglobin"
"HEXIM2","17","hexamethylene"
"FNTA","8","farnesyltransferase,"
"SERINC2","1","serine"
"MYL1","2","myosin"
"TRAPPC11","4","trafficking"
"CHRM1","11","cholinergic"
"COL3A1","2","collagen"
"GFRA2","8","GDNF"
"ING2","4","inhibitor"
"CDKN2AIP","4","CDKN2A"
"SNRNP48","6","small"
"TMEM223","11","transmembrane"
"SLC20A2","8","solute"
"CRYGA","2","crystallin"
"DYNLRB2","16","dynein"
"TMUB2","17","transmembrane"
"ADAM29","4","ADAM"
"STAT3","17","signal"
"ZSWIM1","20","zinc"
"ADAM9","8","ADAM"
"ADAM18","8","ADAM"
"GDNF","5","glial"
"MUCL3","6","mucin"
"WFDC13","20","WAP"
"AXIN2","17","axin"
"NDUFS5","1","NADH:ubiquinone"
"VWA3B","2","von"
"ZNF30","19","zinc"
"UGT3A2","5","UDP"
"FAM84B","8","family"
"LDLRAD4","18","low"
"KCTD19","16","potassium"
"SLC16A4","1","solute"
"IL7R","5","interleukin"
"TMEM208","16","transmembrane"
"LRP1B","2","LDL"
"WFDC12","20","WAP"
"AHCYL1","1","adenosylhomocysteinase"
"DNAJC21","5","DnaJ"
"PKIG","20","cAMP-dependent"
"NPNT","4","nephronectin"
"CA7","16","carbonic"
"FAM178B","2","family"
"TSPY2","Y","testis"
"SEMA4C","2","semaphorin"
"CNNM3","2","cyclin"
"GSTM4","1","glutathione"
"TET2","4","tet"
"CXXC4","4","CXXC"
"TCTN2","12","tectonic"
"SHOX2","3","short"
"PPIP5K1","15","diphosphoinositol"
"TSPAN5","4","tetraspanin"
"ABHD15","17","abhydrolase"
"ZBTB5","9","zinc"
"CHTF8","16","chromosome"
"ADAL","15","adenosine"
"LCMT2","15","leucine"
"SNTB2","16","syntrophin"
"IL12A","3","interleukin"
"ZNF507","19","zinc"
"STX18","4","syntaxin"
"NSG1","4","neuronal"
"ZBTB49","4","zinc"
"GFM1","3","G"
"OR13J1","9","olfactory"
"HTR1E","6","5-hydroxytryptamine"
"FSTL5","4","follistatin"
"DDX19A","16","DEAD-box"
"ATOH8","2","atonal"
"SOX14","3","SRY-box"
"ANKRD49","11","ankyrin"
"SFTPB","2","surfactant"
"USP39","2","ubiquitin"
"TNIP2","4","TNFAIP3"
"C2orf68","2","chromosome"
"TMEM150A","2","transmembrane"
"RNF181","2","ring"
"VAMP5","2","vesicle"
"BTNL3","5","butyrophilin"
"LRRC28","15","leucine"
"MAT2A","2","methionine"
"PLA2G4F","15","phospholipase"
"ENHO","9","energy"
"ZNF608","5","zinc"
"SLC35G2","3","solute"
"INPP5D","2","inositol"
"LETM1","4","leucine"
"CTRB1","16","chymotrypsinogen"
"CTRB2","16","chymotrypsinogen"
"TRIM49","11","tripartite"
"TMEM129","4","transmembrane"
"PPIC","5","peptidylprolyl"
"SPRY3","X","sprouty"
"CEP120","5","centrosomal"
"STXBP6","14","syntaxin"
"TM4SF20","2","transmembrane"
"MFF","2","mitochondrial"
"GRM5","11","glutamate"
"LGALS9","17","galectin"
"JMJD7-PLA2G4B","15","JMJD7-PLA2G4B"
"CPLX1","4","complexin"
"PXDC1","6","PX"
"SIGLEC7","19","sialic"
"NTSR2","2","neurotensin"
"E2F6","2","E2F"
"FEM1B","15","fem-1"
"COMMD8","4","COMM"
"ATP5ME","4","ATP"
"UQCRFS1","19","ubiquinol-cytochrome"
"SLC49A3","4","solute"
"COL4A3","2","collagen"
"MAP2K1","15","mitogen-activated"
"KLK7","19","kallikrein"
"HNRNPH1","5","heterogeneous"
"IRS1","2","insulin"
"MECP2","X","methyl-CpG"
"VCX3A","X","variable"
"UPF3A","13","UPF3A,"
"ZBBX","3","zinc"
"ACTBL2","5","actin,"
"ROR2","9","receptor"
"AR","X","androgen"
"DHRSX","X","dehydrogenase/reductase"
"VXN","8","vexin"
"HSPBAP1","3","HSPB1"
"ASMTL","X","acetylserotonin"
"SLC25A6","X","solute"
"CHST14","15","carbohydrate"
"PARM1","4","prostate"
"CSNK1G1","15","casein"
"FAM110B","8","family"
"ARMC4","10","armadillo"
"AFAP1L2","10","actin"
"ZNF354A","5","zinc"
"ATF5","19","activating"
"UBE2V2","8","ubiquitin"
"GOT1L1","8","glutamic-oxaloacetic"
"ZBTB43","9","zinc"
"CPT1C","19","carnitine"
"PCSK9","1","proprotein"
"XPO6","16","exportin"
"GSG1L","16","GSG1"
"MN1","22","MN1"
"APEX2","X","apurinic/apyrimidinic"
"NSMCE1","16","NSE1"
"CCDC126","7","coiled-coil"
"IL13","5","interleukin"
"NPIPB12","16","nuclear"
"OR10G3","14","olfactory"
"RAB3B","1","RAB3B,"
"OR6F1","1","olfactory"
"CD2BP2","16","CD2"
"RSPO1","1","R-spondin"
"RGS14","5","regulator"
"TBC1D10B","16","TBC1"
"LMAN2","5","lectin,"
"GCSAML","1","germinal"
"RAB24","5","RAB24,"
"PRELID1","5","PRELI"
"THBS3","1","thrombospondin"
"CA5B","X","carbonic"
"SLC50A1","1","solute"
"EFNA1","1","ephrin"
"CXCL10","4","C-X-C"
"NPIPB3","16","nuclear"
"SH3TC2","5","SH3"
"CXCL11","4","C-X-C"
"ZRSR2","X","zinc"
"NMD3","3","NMD3"
"ADRB2","5","adrenoceptor"
"B3GALNT1","3","beta-1,3-N-acetylgalactosaminyltransferase"
"GPRIN1","5","G"
"HSPB3","5","heat"
"KCNAB1","3","potassium"
"MRPL1","4","mitochondrial"
"SHE","1","Src"
"NR0B1","X","nuclear"
"PGM2","4","phosphoglucomutase"
"STK32A","5","serine/threonine"
"IL1RAPL1","X","interleukin"
"P2RY12","3","purinergic"
"C22orf15","22","chromosome"
"OR5AU1","14","olfactory"
"KIAA1024","15","KIAA1024"
"PDILT","16","protein"
"UMOD","16","uromodulin"
"GP2","16","glycoprotein"
"SLC33A1","3","solute"
"SNUPN","15","snurportin"
"CRADD","12","CASP2"
"SIN3A","15","SIN3"
"ARL13B","3","ADP"
"RNASE2","14","ribonuclease"
"ELSPBP1","19","epididymal"
"RNASE3","14","ribonuclease"
"PTK2","8","protein"
"RSPH10B2","7","radial"
"PTAFR","1","platelet"
"PTPN9","15","protein"
"RNASE6","14","ribonuclease"
"NPR1","1","natriuretic"
"KCNK9","8","potassium"
"CXCL8","4","C-X-C"
"SCN9A","2","sodium"
"RASSF6","4","Ras"
"COL22A1","8","collagen"
"SDC2","8","syndecan"
"CD52","1","CD52"
"MMGT1","X","membrane"
"SPRR1B","1","small"
"SPRR1A","1","small"
"OR4K14","14","olfactory"
"OR4K15","14","olfactory"
"TM2D2","8","TM2"
"HTRA4","8","HtrA"
"PLEKHA2","8","pleckstrin"
"CLIC4","1","chloride"
"SLC38A11","2","solute"
"GPR183","13","G"
"CRCT1","1","cysteine"
"CCDC8","19","coiled-coil"
"METTL15","11","methyltransferase"
"ZNF280A","22","zinc"
"MUC15","11","mucin"
"CT55","X","cancer/testis"
"ZEB2","2","zinc"
"GJB1","X","gap"
"PCBP1","2","poly(rC)"
"HINT1","5","histidine"
"DTWD2","5","DTW"
"VPREB1","22","V-set"
"CLIC3","9","chloride"
"INO80E","16","INO80"
"BNC1","15","basonuclin"
"DFFB","1","DNA"
"NFU1","2","NFU1"
"ANTXR1","2","anthrax"
"GKN1","2","gastrokine"
"CKAP2L","2","cytoskeleton"
"C15orf40","15","chromosome"
"RAMMET","15","RNMT"
"PROKR1","2","prokineticin"
"APLF","2","aprataxin"
"BOLA2B","16","bolA"
"RGPD8","2","RANBP2-like"
"HIC2","22","HIC"
"LUZP1","1","leucine"
"HEXDC","17","hexosaminidase"
"DRD5","4","dopamine"
"BUB1","2","BUB1"
"SPNS1","16","sphingolipid"
"LRRC45","17","leucine"
"CHRNA5","15","cholinergic"
"MT1B","16","metallothionein"
"CENPX","17","centromere"
"AGPAT2","9","1-acylglycerol-3-phosphate"
"ASPSCR1","17","ASPSCR1,"
"GP9","3","glycoprotein"
"FASN","17","fatty"
"CNBP","3","CCHC-type"
"MT1E","16","metallothionein"
"ACTRT2","1","actin"
"DUS1L","17","dihydrouridine"
"GPS1","17","G"
"RFNG","17","RFNG"
"DCXR","17","dicarbonyl"
"ZNF32","10","zinc"
"LDB2","4","LIM"
"RAC3","17","Rac"
"NRG4","15","neuregulin"
"LIMS1","2","LIM"
"TMEM266","15","transmembrane"
"NLGN1","3","neuroligin"
"TAPT1","4","transmembrane"
"UGP2","2","UDP-glucose"
"TAS2R1","5","taste"
"LINGO1","15","leucine"
"PRY","Y","PTPN13"
"RBMY1F","Y","RNA"
"PRY2","Y","PTPN13"
"HNRNPF","10","heterogeneous"
"BTD","3","biotinidase"
"CSGALNACT2","10","chondroitin"
"TACR3","4","tachykinin"
"GSX1","13","GS"
"PCDH7","4","protocadherin"
"ROBO1","3","roundabout"
"ONECUT1","15","one"
"AVEN","15","apoptosis"
"P2RY1","3","purinergic"
"CTNND2","5","catenin"
"TRIM56","7","tripartite"
"MUC17","7","mucin"
"AHSP","16","alpha"
"WNT10B","12","Wnt"
"CALML6","1","calmodulin"
"REPS2","X","RALBP1"
"MUC3A","7","mucin"
"SYAP1","X","synapse"
"ITGAM","16","integrin"
"PYDC1","16","pyrin"
"TPST1","7","tyrosylprotein"
"TM4SF4","3","transmembrane"
"TOR1AIP2","1","torsin"
"S100G","X","S100"
"TM4SF1","3","transmembrane"
"OTUD3","1","OTU"
"OTUD7A","15","OTU"
"GUSB","7","glucuronidase"
"BRD3","9","bromodomain"
"KLF13","15","Kruppel"
"FRMPD4","X","FERM"
"ZFPM2","8","zinc"
"ZNF764","16","zinc"
"HSFY2","Y","heat"
"ZNF747","16","zinc"
"ZNF768","16","zinc"
"TAS1R3","1","taste"
"TMEM42","3","transmembrane"
"MAP3K2","2","mitogen-activated"
"PUSL1","1","pseudouridylate"
"SF3B5","6","splicing"
"ZNF35","3","zinc"
"TIGD4","4","tigger"
"IFFO2","1","intermediate"
"NLGN2","17","neuroligin"
"MYO7B","2","myosin"
"CHD3","17","chromodomain"
"TMEM154","4","transmembrane"
"MYRIP","3","myosin"
"ALCAM","3","activated"
"YWHAG","7","tyrosine"
"UBE2E3","2","ubiquitin"
"CNTROB","17","centrobin,"
"TRAPPC1","17","trafficking"
"ZPLD1","3","zona"
"KCNAB3","17","potassium"
"SERPINA9","14","serpin"
"FAM153A","5","family"
"GPR37L1","1","G"
"SIMC1","5","SUMO"
"TMEM192","4","transmembrane"
"NSG2","5","neuronal"
"SPDYE5","7","speedy/RINGO"
"SERPINA6","14","serpin"
"ZNF778","16","zinc"
"NIPA1","15","NIPA"
"FOXD4","9","forkhead"
"GPR25","1","G"
"UBE2E1","3","ubiquitin"
"HNRNPA3","2","heterogeneous"
"SIK2","11","salt"
"RNF150","4","ring"
"CCDC144A","17","coiled-coil"
"VGLL2","6","vestigial"
"HOXD4","2","homeobox"
"CHRNB1","17","cholinergic"
"HOXD12","2","homeobox"
"GYPA","4","glycophorin"
"USP38","4","ubiquitin"
"SLC16A5","17","solute"
"NANP","20","N-acetylneuraminic"
"ANKK1","11","ankyrin"
"ADRA1B","5","adrenoceptor"
"ADPRM","17","ADP-ribose/CDP-alcohol"
"FABP6","5","fatty"
"PWWP2A","5","PWWP"
"USP50","15","ubiquitin"
"USP47","11","ubiquitin"
"PDCD6IP","3","programmed"
"MRGPRX1","11","MAS"
"ZNF212","7","zinc"
"MRAP","21","melanocortin"
"FAM161A","2","FAM161A,"
"ZNF282","7","zinc"
"GLB1","3","galactosidase"
"GON7","14","GON7,"
"FAXDC2","5","fatty"
"CRTAP","3","cartilage"
"HSPB2","11","heat"
"C7orf33","7","chromosome"
"CNGB3","8","cyclic"
"SLN","11","sarcolipin"
"ELP5","17","elongator"
"CMTM8","3","CKLF"
"GABARAP","17","GABA"
"LGALS9B","17","galectin"
"STX8","17","syntaxin"
"CDK1","10","cyclin"
"UBB","17","ubiquitin"
"NFRKB","11","nuclear"
"FABP4","8","fatty"
"FRMPD2","10","FERM"
"PRDM10","11","PR/SET"
"B3GNT2","2","UDP-GlcNAc:betaGal"
"FOS","14","Fos"
"TMED10","14","transmembrane"
"SETMAR","3","SET"
"SMAD1","4","SMAD"
"CST5","20","cystatin"
"CST2","20","cystatin"
"EMX2","10","empty"
"CST1","20","cystatin"
"SP7","12","Sp7"
"TCAF2","7","TRPM8"
"SEMA3E","7","semaphorin"
"LRRN2","1","leucine"
"SLC30A1","1","solute"
"DCLK2","4","doublecortin"
"ZNF804A","2","zinc"
"GPRC5C","17","G"
"TMEM182","2","transmembrane"
"VSTM2A","7","V-set"
"KRT8","12","keratin"
"KRT78","12","keratin"
"ADORA2B","17","adenosine"
"SDR9C7","12","short"
"MGMT","10","O-6-methylguanine-DNA"
"METTL7B","12","methyltransferase"
"KRT86","12","keratin"
"HARS","5","histidyl-tRNA"
"NFXL1","4","nuclear"
"KRT75","12","keratin"
"DENND5B","12","DENN"
"CD14","5","CD14"
"DNAJC18","5","DnaJ"
"KRT6C","12","keratin"
"RIOX1","14","ribosomal"
"SPATA24","5","spermatogenesis"
"RALGAPB","20","Ral"
"PYM1","12","PYM"
"MZB1","5","marginal"
"KRT4","12","keratin"
"SLC23A1","5","solute"
"KRT74","12","keratin"
"NPAS2","2","neuronal"
"KRT72","12","keratin"
"KISS1","1","KiSS-1"
"LONRF2","2","LON"
"NUDT9","4","nudix"
"HSD17B13","4","hydroxysteroid"
"PA2G4","12","proliferation-associated"
"COX7B2","4","cytochrome"
"ELOVL6","4","ELOVL"
"KRT83","12","keratin"
"PFKFB3","10","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase"
"TMC7","16","transmembrane"
"ARL6IP1","16","ADP"
"SERPINB9","6","serpin"
"SMAGP","12","small"
"IRX1","5","iroquois"
"CDH2","18","cadherin"
"IRX2","5","iroquois"
"EMB","5","embigin"
"SIX2","2","SIX"
"DLGAP1","18","DLG"
"STAT2","12","signal"
"NUDCD2","5","NudC"
"IRF2BP1","19","interferon"
"OR9K2","12","olfactory"
"HSPA4","5","heat"
"FOXA3","19","forkhead"
"FAM71B","5","family"
"SLC26A5","7","solute"
"COMMD5","8","COMM"
"SGCD","5","sarcoglycan"
"GTSF1","12","gametocyte"
"ZNF16","8","zinc"
"ARMC10","7","armadillo"
"RNF34","12","ring"
"ACYP2","2","acylphosphatase"
"TRABD","22","TraB"
"ATF7","12","activating"
"RASA4B","7","RAS"
"SOCS6","18","suppressor"
"CAVIN4","9","caveolae"
"OR10A3","11","olfactory"
"ZNF296","19","zinc"
"HOXB9","17","homeobox"
"TTLL6","17","tubulin"
"POLH","6","DNA"
"SYT9","11","synaptotagmin"
"KCNS3","2","potassium"
"RBMXL2","11","RBMX"
"KIF5B","10","kinesin"
"GPR37","7","G"
"AKAP13","15","A-kinase"
"TPD52L3","9","tumor"
"CDCA4","14","cell"
"OR10A4","11","olfactory"
"SDR16C5","8","short"
"DYDC1","10","DPY30"
"OR10A2","11","olfactory"
"CHCHD7","8","coiled-coil-helix-coiled-coil-helix"
"HTRA3","4","HtrA"
"FOXN2","2","forkhead"
"LMOD2","7","leiomodin"
"BFSP2","3","beaded"
"FSHR","2","follicle"
"USP32","17","ubiquitin"
"CEL","9","carboxyl"
"PPM1D","17","protein"
"GPR27","3","G"
"AC093323.1","4","Putative"
"PSG6","19","pregnancy"
"KBTBD2","7","kelch"
"RIOX2","3","ribosomal"
"TRIAP1","12","TP53"
"LSM3","3","LSM3"
"KIAA0232","4","KIAA0232"
"MTSS1","8","MTSS1,"
"TMEM43","3","transmembrane"
"RNF139","8","ring"
"RPS9","19","ribosomal"
"PLA2G1B","12","phospholipase"
"CYTL1","4","cytokine"
"TSEN34","19","tRNA"
"TRH","3","thyrotropin"
"GSTA4","6","glutathione"
"MSANTD4","11","Myb/SANT"
"NDUFA3","19","NADH:ubiquinone"
"OSCAR","19","osteoclast"
"PAQR8","6","progestin"
"NUDT6","4","nudix"
"OR7G3","19","olfactory"
"TANC2","17","tetratricopeptide"
"OR7G2","19","olfactory"
"TEX13B","X","testis"
"PKHD1","6","PKHD1,"
"OR1M1","19","olfactory"
"NCBP2L","X","nuclear"
"DNAJC24","11","DnaJ"
"MBD3L1","19","methyl-CpG"
"ZNF160","19","zinc"
"PGK2","6","phosphoglycerate"
"OR8B12","11","olfactory"
"ZNF415","19","zinc"
"CAVIN3","11","caveolae"
"CEACAM3","19","carcinoembryonic"
"DCDC1","11","doublecortin"
"HAS2","8","hyaluronan"
"PDGFD","11","platelet"
"PLAC1","X","placenta"
"DDI1","11","DNA"
"S1PR1","1","sphingosine-1-phosphate"
"HS6ST2","X","heparan"
"OR4D5","11","olfactory"
"PYGO1","15","pygopus"
"LRRC8E","19","leucine"
"PKIA","8","cAMP-dependent"
"XKR6","8","XK"
"TSNARE1","8","t-SNARE"
"FPR2","19","formyl"
"FPR1","19","formyl"
"PATE1","11","prostate"
"OR13H1","X","olfactory"
"FEZ2","2","fasciculation"
"SOX7","8","SRY-box"
"C8orf74","8","chromosome"
"C11orf24","11","chromosome"
"ALK","2","ALK"
"KYAT1","9","kynurenine"
"MTM1","X","myotubularin"
"OBP2B","9","odorant"
"TRMT61B","2","tRNA"
"INSR","19","insulin"
"MFN1","3","mitofusin"
"GIMAP8","7","GTPase,"
"HSFX1","X","heat"
"NRTN","19","neurturin"
"KCNMB3","3","potassium"
"FUT3","19","fucosyltransferase"
"KCNG3","2","potassium"
"ATP6V0E2","7","ATPase"
"PRKCE","2","protein"
"OR2K2","9","olfactory"
"JAGN1","3","jagunal"
"RLN3","19","relaxin"
"TADA3","3","transcriptional"
"SOCS5","2","suppressor"
"C1GALT1C1","X","C1GALT1"
"C9orf16","9","chromosome"
"MORN4","10","MORN"
"ZNF672","1","zinc"
"ZNF692","1","zinc"
"NAIF1","9","nuclear"
"RBKS","2","ribokinase"
"OR2M4","1","olfactory"
"GRIK1","21","glutamate"
"MUC7","4","mucin"
"OPRPN","4","opiorphin"
"SMR3B","4","submaxillary"
"TMEM126A","11","transmembrane"
"TMEM126B","11","transmembrane"
"TRIM8","10","tripartite"
"NETO2","16","neuropilin"
"CSN3","4","casein"
"CLDN20","6","claudin"
"CDC42BPG","11","CDC42"
"SCAND1","20","SCAN"
"JUNB","19","JunB"
"FAM241B","10","family"
"TMEM37","2","transmembrane"
"UGT2B7","4","UDP"
"LRG1","19","leucine"
"SHCBP1","16","SHC"
"SOSTDC1","7","sclerostin"
"NPTX1","17","neuronal"
"FAM98B","15","family"
"ZNF439","19","zinc"
"ZNF440","19","zinc"
"GAA","17","glucosidase"
"CANT1","17","calcium"
"KCNK3","2","potassium"
"ZDHHC16","10","zinc"
"CHST11","12","carbohydrate"
"EXOSC1","10","exosome"
"PGAM1","10","phosphoglycerate"
"CHD7","8","chromodomain"
"ESCO2","8","establishment"
"KRT19","17","keratin"
"KRT15","17","keratin"
"LURAP1","1","leucine"
"KRT38","17","keratin"
"CLCN5","X","chloride"
"TPPP","5","tubulin"
"KCND3","1","potassium"
"APLN","X","apelin"
"KRTAP4-4","17","keratin"
"KRT13","17","keratin"
"XAGE3","X","X"
"KRT9","17","keratin"
"XAGE5","X","X"
"PDE7B","6","phosphodiesterase"
"MRPL36","5","mitochondrial"
"ZNF581","19","zinc"
"NAT1","8","N-acetyltransferase"
"KRT20","17","keratin"
"GLOD5","X","glyoxalase"
"KSR2","12","kinase"
"ZNF524","19","zinc"
"MCC","5","mutated"
"KRT27","17","keratin"
"ZBTB26","9","zinc"
"CDK5R2","2","cyclin"
"DSEL","18","dermatan"
"POLR1C","6","RNA"
"ASXL1","20","additional"
"OR1L6","9","olfactory"
"DLK2","6","delta"
"ZNF562","19","zinc"
"ZNF318","6","zinc"
"ZNF561","19","zinc"
"WIPF2","17","WAS/WASL"
"HOPX","4","HOP"
"SPACA5B","X","sperm"
"OR1L3","9","olfactory"
"NLRP5","19","NLR"
"LRRC8C","1","leucine"
"SPACA5","X","sperm"
"RSL1D1","16","ribosomal"
"LRRC8D","1","leucine"
"MROH2B","5","maestro"
"OR1L8","9","olfactory"
"PPID","4","peptidylprolyl"
"OR1N2","9","olfactory"
"COL24A1","1","collagen"
"ETFDH","4","electron"
"OR1N1","9","olfactory"
"RXFP1","4","relaxin"
"LPAR3","1","lysophosphatidic"
"PTGER4","5","prostaglandin"
"TBCA","5","tubulin"
"NEUROD2","17","neuronal"
"MAP6","11","microtubule"
"OTP","5","orthopedia"
"ECEL1","2","endothelin"
"BCL2L1","20","BCL2"
"FGG","4","fibrinogen"
"FGA","4","fibrinogen"
"OR2AT4","11","olfactory"
"FGB","4","fibrinogen"
"PLRG1","4","pleiotropic"
"ZNF584","19","zinc"
"DSCAM","21","DS"
"DNAI2","17","dynein"
"NMUR1","2","neuromedin"
"CLSTN1","1","calsyntenin"
"CXXC5","5","CXXC"
"ZNF274","19","zinc"
"PIK3CD","1","phosphatidylinositol-4,5-bisphosphate"
"PTCRA","6","pre"
"SLC25A33","1","solute"
"ENC1","5","ectodermal-neural"
"SPSB1","1","splA/ryanodine"
"P2RY6","11","pyrimidinergic"
"BPTF","17","bromodomain"
"S100Z","5","S100"
"ZIK1","19","zinc"
"GPR82","X","G"
"GPR34","X","G"
"PLEKHG5","1","pleckstrin"
"ATF7IP","12","activating"
"LKAAEAR1","20","LKAAEAR"
"RGS19","20","regulator"
"TCEA2","20","transcription"
"DEFB4A","8","defensin"
"ANO5","11","anoctamin"
"HDAC3","5","histone"
"SPATA46","1","spermatogenesis"
"GPHN","14","gephyrin"
"VAT1L","16","vesicle"
"TMEM51","1","transmembrane"
"CAMTA1","1","calmodulin"
"LGALS4","19","galectin"
"LRRC34","3","leucine"
"PAH","12","phenylalanine"
"SPATA5L1","15","spermatogenesis"
"GATM","15","glycine"
"SYCE1","10","synaptonemal"
"NXNL1","19","nucleoredoxin"
"RASGRP4","19","RAS"
"NHLH1","1","nescient"
"SLFNL1","1","schlafen"
"BCL2","18","BCL2,"
"RHNO1","12","RAD9-HUS1-RAD1"
"CTPS1","1","CTP"
"UTF1","10","undifferentiated"
"KNDC1","10","kinase"
"WDR87","19","WD"
"METTL18","1","methyltransferase"
"CFAP46","10","cilia"
"COL8A2","1","collagen"
"PWWP2B","10","PWWP"
"PCDHB1","5","protocadherin"
"ZNF540","19","zinc"
"ANGPTL7","1","angiopoietin"
"FBXL14","12","F-box"
"EXOSC10","1","exosome"
"ZNF570","19","zinc"
"NINJ2","12","ninjurin"
"MLLT3","9","MLLT3,"
"FAM90A1","12","family"
"RRM2","2","ribonucleotide"
"TRAPPC12","2","trafficking"
"IFNB1","9","interferon"
"RPS21","20","ribosomal"
"C3AR1","12","complement"
"MRM3","17","mitochondrial"
"PTEN","10","phosphatase"
"RPS7","2","ribosomal"
"PRND","20","prion"
"RNASEH1","2","ribonuclease"
"PRNP","20","prion"
"KLF17","1","Kruppel"
"ADRA1D","20","adrenoceptor"
"FRMD5","15","FERM"
"AQP4","18","aquaporin"
"CYP4F11","19","cytochrome"
"TLN2","15","talin"
"LGALS9C","17","galectin"
"TVP23B","17","trans-golgi"
"FBXW10","17","F-box"
"OR10H3","19","olfactory"
"ZNF217","20","zinc"
"OR10H2","19","olfactory"
"SRGAP2C","1","SLIT-ROBO"
"OR52A5","11","olfactory"
"SCG2","2","secretogranin"
"ATPAF2","17","ATP"
"CYP4F22","19","cytochrome"
"FOXB1","15","forkhead"
"PPIH","1","peptidylprolyl"
"DRC3","17","dynein"
"ZNF57","19","zinc"
"SHLD1","20","shieldin"
"C11orf40","11","chromosome"
"JMJD1C","10","jumonji"
"LDHAL6B","15","lactate"
"SYNPO","5","synaptopodin"
"ZNF556","19","zinc"
"MAL","2","mal,"
"ZNF554","19","zinc"
"RAB33B","4","RAB33B,"
"THOP1","19","thimet"
"ANKRD20A4","9","ankyrin"
"REG3A","2","regenerating"
"GAP43","3","growth"
"REG1B","2","regenerating"
"EPHX4","1","epoxide"
"LAMB2","3","laminin"
"USP19","3","ubiquitin"
"QARS","3","glutaminyl-tRNA"
"ORMDL3","17","ORMDL"
"SERF1A","5","small"
"KLF11","2","Kruppel"
"LRRC15","3","leucine"
"SMN1","5","survival"
"EIF2AK3","2","eukaryotic"
"TEX37","2","testis"
"MOB3A","19","MOB"
"KRCC1","2","lysine"
"NME6","3","NME/NM23"
"CYCS","7","cytochrome"
"CD8B","2","CD8b"
"SLFN12","17","schlafen"
"CALB2","16","calbindin"
"SLC9C1","3","solute"
"OR1A1","17","olfactory"
"OR1A2","17","olfactory"
"OR8I2","11","olfactory"
"LCE1D","1","late"
"CCL11","17","C-C"
"FRMD3","9","FERM"
"SNTB1","8","syntrophin"
"MTBP","8","MDM2"
"TEFM","17","transcription"
"MRPL13","8","mitochondrial"
"MALT1","18","MALT1"
"PRL","6","prolactin"
"ISG20","15","interferon"
"OR4C11","11","olfactory"
"MBOAT1","6","membrane"
"OR8U1","11","olfactory"
"ID4","6","inhibitor"
"OR4X2","11","olfactory"
"GPR22","7","G"
"CXCR6","3","C-X-C"
"CEBPB","20","CCAAT"
"AZU1","19","azurocidin"
"TPSAB1","16","tryptase"
"ATOH1","4","atonal"
"PAIP1","5","poly(A)"
"CLEC7A","12","C-type"
"C5orf34","5","chromosome"
"C1QTNF4","11","C1q"
"NEGR1","1","neuronal"
"ZNF131","5","zinc"
"MACROD2","20","MACRO"
"DPAGT1","11","dolichyl-phosphate"
"BSG","19","basigin"
"HINFP","11","histone"
"CDY1","Y","chromodomain"
"OR10V1","11","olfactory"
"CERS6","2","ceramide"
"SPTLC3","20","serine"
"COPRS","17","coordinator"
"TP53RK","20","TP53"
"B3GALT1","2","beta-1,3-galactosyltransferase"
